image_name,fused_text
319.jpg,"- OCR_TEXT: HIJADE
- IMAGE_DESCRIPTION: The image shows a cartoon character holding a briefcase with the text ""OL' RELIABLE"" on it. Below the briefcase, the text ""HIJADE"" is visible.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image appears to be a meme with a humorous twist, where the briefcase with the text ""OL' RELIABLE"" is replaced with ""HIJADE""."
413.jpeg,"- OCR_TEXT: Gay BHEEM
- IMAGE_DESCRIPTION: A man is kneeling on the floor in a room with a blue bucket and various posters on the wall. He is surrounded by money bills arranged to spell out ""Gay BHEEM.""
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image appears to be a creative and humorous representation of the phrase ""Gay BHEEM,"" with the man kneeling on the floor and the money bills arranged to spell out the phrase."
683.jpg,"- OCR_TEXT: GAYS SAMAJ KI GANDGI HAIN
- IMAGE_DESCRIPTION: The image shows a person in a suit pointing at the viewer with the text ""GAYS SAMAJ KI GANDGI HAIN"" written over them.
- TARGET_GROUP: The text is offensive and should be removed.
- INTENT: Hateful
- EXPLANATION: The text is offensive and promotes discrimination against the LGBTQ+ community."
542.jpg,"- OCR_TEXT: HIJARA DIKH GAYA
- IMAGE_DESCRIPTION: A cat holding a golden gun with the text ""HIJARA DIKH GAYA"" on it.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image appears to be a meme with a cat holding a golden gun, and the text ""HIJARA DIKH GAYA"" is superimposed on it. The cat's expression and the text suggest a humorous or satirical intent, but without additional context, it is difficult to determine the exact intent."
625.jpg,"- OCR_TEXT: IN HIJRO KA BAS CHALE TOH SABKO CONVERT KAR DEIN, HAR JAGAH DIKHTE HAIN AB.
- IMAGE_DESCRIPTION: A group of people in colorful costumes and fans are marching in a parade. The text on the image is in Bengali and translates to ""In Hijro, you can convert anyone, and even the dead can be converted.""
- TARGET_GROUP: The image is likely intended for a neutral or educational purpose, as it does not contain any explicit or offensive content.
- INTENT: The intent of the image is to raise awareness about the concept of conversion in Islam, which is a sensitive and controversial topic."
210.jpg,"- OCR_TEXT: HEY CHRIS I AM ALSO BE CHAKKA, SILLY JHARKHANDI YOU WILL NEVER BE CHAKKA, SHOCKED
- IMAGE_DESCRIPTION: The image is a collage of four different pictures, each featuring a different person. The top left picture shows a man in a blue shirt with text in Hindi. The top right picture shows a man in a red shirt with text in Hindi. The bottom left picture shows a man in a yellow shirt with text in Hindi. The bottom right picture shows a man in a blue shirt with text in Hindi.
- TARGET_GROUP: The collage is likely intended for a specific audience, possibly a group of Indian cricket fans or a social media platform with a Hindi language community.
- INTENT: The collage is likely intended to be humorous or satirical, as it features a mix of different people and text in Hindi, which is not commonly used in English-speaking countries.
- EXPLANATION: The collage is likely intended to be a light-hearted or humorous post, as it features a mix of different people and text in Hindi, which is not commonly used in English-speaking countries."
150.jpg,"- OCR_TEXT: INDIAN LESBIANS PLEASE
- IMAGE_DESCRIPTION: A woman with an angry emoji and a sign that says ""Thodi Si Sharmo Koro"" in Hindi.
- TARGET_GROUP: Indian Lesbians
- INTENT: Hateful
- EXPLANATION: The image contains a message that is likely intended to be offensive or discriminatory towards Indian lesbians."
736.jpg,"OCR_TEXT: WHEN YOUR NIBBAS SAY: JOH LAST AYA WOH CHAKKA
IMAGE_DESCRIPTION: A meme featuring a person running with the text ""acceleration"" and ""yes"" in the background.
TARGET_GROUP: neutral
INTENT: neutral
EXPLANATION: The image is a meme with a humorous and light-hearted tone, and does not contain any content that would be considered hateful or offensive."
189.jpg,"- OCR_TEXT: CHAKKA KUDI'S BE LIKE
- IMAGE_DESCRIPTION: A meme featuring a person with a funny expression, possibly a parody of Donald Trump.
- TARGET_GROUP: None
- INTENT: Neutral
- EXPLANATION: The image is a meme, not a real photo, and the text is a humorous statement."
737.jpg,"- OCR_TEXT: ""Abba hijda ...weo ...so called ....""north indian"" ha....abb kaha gai teri dravadian ideology kaha gai ...randi ki aulad...""
- IMAGE_DESCRIPTION: ""A picture of three men in a political event.""
- TARGET_GROUP: None
- INTENT: Neutral
- EXPLANATION: The image is a political photograph of three men at an event, and there is no indication of any hateful or offensive content."
606.jpeg,"- OCR_TEXT: LESBIAN HAI O MAT DEKHO
- IMAGE_DESCRIPTION: A woman with a blindfold on, sitting in a boat with other people.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image depicts a scene with a woman in a boat, possibly in a boat, with other people around her. The text ""LESBIAN HAI O MAT DEKHO"" is not relevant to the image and does not indicate any harmful intent."
117.jpg,"The image contains text in Hindi, which is not a neutral language. The text appears to be a mix of Hindi and English, and it is not clear what the content is about. Therefore, the intent of the image is unclear."
332.jpeg,"- OCR_TEXT: MY MOTHER WHEN MY LESBIAN FRIEND COMES HOME; GOPI BAHU; INKI CHAI MEI; THODA ZEHAR DAAL DO
- IMAGE_DESCRIPTION: A meme with a woman in traditional Indian attire, wearing jewelry and a sari, with text in a foreign language.
- TARGET_GROUP: The image is not suitable for any target group, as it contains offensive language.
- INTENT: Hateful
- EXPLANATION: The text in the image is in a language that is not English, and the phrase ""GOPI BAHU INKI CHAI MEI THODA ZEHAR DAAL DO"" is offensive and inappropriate."
237.jpg,"- OCR_TEXT: ""CHAKKA A FILM BY TIK-TOK""
- IMAGE_DESCRIPTION: ""A poster for a film called 'Chakka' featuring a young man with a stylish haircut and a watch on his wrist. The text on the poster reads 'Journey of a Boy & Gay Together' and 'Running Successfully Everyday on Social Media'.""
- TARGET_GROUP: None
- INTENT: Neutral
- EXPLANATION: The image is a promotional poster for a film, featuring a young man with a stylish haircut and a watch on his wrist. The text on the poster is informative and does not contain any harmful or offensive content."
480.jpeg,"- OCR_TEXT: LESBIAN COUPLE GETTING MARRIED
- IMAGE_DESCRIPTION: A meme comparing a same-sex couple getting married to a scene from the movie ""The Pursuit of Happyness"" where a man is speaking to the camera.
- TARGET_GROUP: The image is not targeted towards any specific group.
- INTENT: The intent of the image is to make a humorous comparison between the two scenarios and is not intended to be offensive or hateful.
- EXPLANATION: The image is a meme that humorously compares a same-sex couple getting married to a scene from the movie ""The Pursuit of Happyness"" where a man is speaking to the camera. The meme is not intended to be offensive or hateful, but rather to be a light-hearted and humorous comparison."
755.jpg,"- OCR_TEXT: ME TO BISEXUALS
- IMAGE_DESCRIPTION: A meme with a text that reads ""ME TO BISEXUALS"" and a picture of a man with a hand covering his face.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image is a meme with a text that reads ""ME TO BISEXUALS"" and a picture of a man with a hand covering his face. The text is not intended to be offensive or hateful, and the image is not targeted towards any specific group."
59.jpg,"- OCR_TEXT: जब ट्रेन में कोई छुक्का आपकी ओर आ रहा हो
- IMAGE_DESCRIPTION: A man with sweat on his face, looking concerned, with text in Hindi.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image appears to be a meme with text in Hindi, depicting a man with sweat on his face, possibly indicating a hot or strenuous activity. The text suggests a humorous or lighthearted tone, so the intent is neutral."
536.jpg,"- OCR_TEXT: Bhikariputram, kabhi na sudharam
- IMAGE_DESCRIPTION: A cartoon character holding a bowl, wearing a shirt that says ""bhimta"" and a quote from the Bhagavad Gita.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image is a cartoon with a quote from the Bhagavad Gita, which is a religious text in Hinduism. The character holding a bowl could be a homeless person, but the quote does not indicate any form of hate or offense."
466.jpeg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (hateful / offensive / neutral)
- EXPLANATION"
651.jpg,"- OCR_TEXT: baap jo apne ladke ke saath friendly rehte hai
- IMAGE_DESCRIPTION: A man in a red dress is standing in a room with a yellow wall and a ceiling fan. The text on the image reads ""baap jo apne ladke ke saath friendly rehte hai"" and ""Ese baap ko hijda bolte hai 😂... See more"".
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image appears to be a humorous or lighthearted post, with no explicit content that would indicate a harmful or offensive intent."
412.jpg,"OCR_TEXT: Chakke Aajkal taaliya nhi bajate comments mein ye gif lagate hai
IMAGE_DESCRIPTION: The image shows a person with a distinctive hairstyle, possibly a mohawk, and the text is in a language that appears to be Hindi. The text is in a playful and humorous tone, suggesting that the person is making a comment or a joke.
TARGET_GROUP: The image is likely intended for a general audience, including those who are not targeted specifically.
INTENT: The intent of the image is to be humorous and light-hearted, with no explicit or harmful content.
EXPLANATION: The image is a meme that is intended to be funny and light-hearted, with no explicit or harmful content."
451.jpeg,"- OCR_TEXT: WHEN SOMEONE SAYS IM GAY Tumhe to Fansi hogi Fansi
- IMAGE_DESCRIPTION: A man in a suit with a tie is making a gesture with his hand, with text above him saying ""WHEN SOMEONE SAYS IM GAY Tumhe to Fansi hogi Fansi"".
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme that humorously depicts a reaction to someone saying they are gay. The text above the image provides a humorous response to the statement."
572.jpeg,"- OCR_TEXT: LESBIAN DIKH GAYE
- IMAGE_DESCRIPTION: A cat holding a golden gun with the text ""LESBIAN DIKH GAYE"" on it.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a cat holding a golden gun, and the text ""LESBIAN DIKH GAYE"" is superimposed on it. The intent is to create a humorous or satirical effect, and there is no harmful or offensive content."
619.jpeg,"- OCR_TEXT: INDIAN POLICE MAI PRIDE MONTH CELBRATE KRTA HU
- IMAGE_DESCRIPTION: A meme featuring a police officer chasing a man, with text overlaid on the image.
- TARGET_GROUP: The image is not targeted towards any specific group.
- INTENT: The intent of the image is to be humorous and satirical, rather than hateful or offensive.
- EXPLANATION: The image is a meme that humorously depicts a police officer chasing a man, with text overlaid on the image."
689.jpg,"- OCR_TEXT: ""Systumm Hang Again Jaipur Me Kiya Phir Se Chakka Jaam Elvish Yadav Vlogs 5.2K views 3 minutes ago""
- IMAGE_DESCRIPTION: ""A collage of photos featuring a man in a crowd, with a text overlay that reads 'Systumm Hang Again' and a YouTube channel name.""
- TARGET_GROUP: ""neutral""
- INTENT: ""neutral""
- EXPLANATION: The image is a collage of photos featuring a man in a crowd, with a text overlay that reads 'Systumm Hang Again' and a YouTube channel name. There is no indication of any hateful or offensive content."
224.jpg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (neutral)
- EXPLANATION"
168.jpg,"- OCR_TEXT: Karan Johar after Section 377 verdict
- IMAGE_DESCRIPTION: A meme featuring a scene from the TV show ""Karan Johar After Section 377 Verdict.""
- TARGET_GROUP: The meme is targeted at a specific audience, likely those who are interested in the legal implications of Section 377 of the Indian Penal Code.
- INTENT: Hateful
- EXPLANATION: The meme is intended to be offensive and disrespectful towards the LGBTQ+ community, as it references a controversial legal case involving the Indian government's stance on Section 377."
242.jpg,"- OCR_TEXT: ""Koi hijda hi hoga jo iske gaane sunta hoga""
- IMAGE_DESCRIPTION: ""A man in a colorful suit is dancing on a lawn, with a black and white photo of another man in the background. The text on the image reads: 'Koi hijda hi hoga jo iske gaane sunta hoga' and '@memer.misogynist'.""
- TARGET_GROUP: None
- INTENT: Neutral
- EXPLANATION: The image appears to be a meme or a social media post, and the text is a form of social commentary."
6.jpg,"- OCR_TEXT: जब मैं किसी समलैंगिक को देखता देखता हूँ, इसके पेट पर बाण मारिये प्रभु
- IMAGE_DESCRIPTION: A meme featuring two characters from a TV show or movie, with one character holding a sword and the other holding a flute. The text above the image reads, ""जब मैं किसी समलैंगिक को देखता देखता हूँ, इसके पेट पर बाण मारिये प्रभु.""
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a neutral intent, featuring characters from a TV show or movie."
201.jpg,"- OCR_TEXT: Football mein chakka maar diya
- IMAGE_DESCRIPTION: A person in a blue jersey is standing on a field, with text overlaid on the image.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a neutral representation of a person in a sports jersey on a field, with text overlaid for emphasis."
33.jpg,"- OCR_TEXT: भागो GAY आ गया
- IMAGE_DESCRIPTION: A child in a yellow jacket is holding a bubble wand and looking up at a bubble in the air.
- TARGET_GROUP: Children
- INTENT: Neutral
- EXPLANATION: The image depicts a child enjoying a simple activity, which is a harmless and playful scene."
315.jpg,"- OCR_TEXT: babu bhaiya dekhna abhi ek hijra post ignore kr k jayga
- IMAGE_DESCRIPTION: The image contains text in a language that is not English, which makes it difficult to understand the content. The text appears to be in a non-Latin script, possibly Bengali or another South Asian language.
- TARGET_GROUP: The image does not contain any explicit content that would require content moderation.
- INTENT: The intent of the image is unclear as it does not contain any explicit or offensive content.
- EXPLANATION: The image contains text in a language that is not English, making it difficult to understand the content. The text appears to be in a non-Latin script, possibly Bengali or another South Asian language."
584.jpg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (neutral)
- EXPLANATION"
770.jpeg,"- OCR_TEXT: gautam_bolt Sir ekdum homo igre
- IMAGE_DESCRIPTION: The image shows a screenshot of a social media comment section with a user name ""gautam_bolt"" and a comment that reads ""Sir ekdum homo igre.""
- TARGET_GROUP: The comment is targeted at a specific individual, likely a gay person, and uses offensive language.
- INTENT: Hateful
- EXPLANATION: The comment is intended to be offensive and disrespectful towards a specific individual, violating the platform's content moderation policies."
622.jpg,"The image contains text in multiple languages, including Hindi and English. The text appears to be a mix of phrases and possibly a quote or a message. The image description is not clear, and there is no clear target group or intent. The text seems to be a mix of different languages and phrases, and there is no clear context or message conveyed. The image does not appear to be related to any specific group or intent."
12.jpeg,"- OCR_TEXT: WHEN MY FRIEND POST PRIDE MONTH POSTS : ISKA INTERNET BAND KARO !
- IMAGE_DESCRIPTION: A meme with a man in a white shirt, raising his hand and the text ""ISKA INTERNET BAND KARO !"" below him.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a humorous tone, and there is no indication of any hateful or offensive content."
518.jpeg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (hateful / offensive / neutral)
- EXPLANATION"
468.jpg,"- OCR_TEXT: JAB KOI HIJDA DIKH JAYE
- IMAGE_DESCRIPTION: A black and white photograph of a young child holding a telephone to their ear, with the text ""hlo mental hospital"" in the background.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a humorous and satirical representation of a child calling a mental hospital, which is a neutral and humorous intent."
47.jpg,"- OCR_TEXT: Raj Pigi, Entertainment ke liye kya karte Ho? Sir TikTok pe video banata hun, Mere Students ko Chakka banayaga.
- IMAGE_DESCRIPTION: The image contains text in a language that appears to be Hindi, with a humorous tone. The text is written in a way that suggests a conversation or a joke.
- TARGET_GROUP: The text is not targeted towards any specific group, but it may be intended for a general audience.
- INTENT: The intent of the text is to be humorous and light-hearted, and it does not contain any hateful or offensive content.
- EXPLANATION: The text is a humorous joke that plays on the idea of TikTok users creating videos and sharing them with their students. The humor is intended to be light-hearted and not intended to be offensive or hateful."
121.jpg,"- OCR_TEXT: AAJKAL TOH KYA CHHAKKA BANNE KA COMPETITION CHAI RAHA HAI LAG RAHA HAI.
- IMAGE_DESCRIPTION: A group of people in colorful attire, holding colorful fans and balloons, participating in a parade or event.
- TARGET_GROUP: The image is a public event, so there is no targeted group.
- INTENT: Neutral
- EXPLANATION: The image depicts a group of people participating in a parade or event, which is a neutral and positive activity."
678.jpg,"- OCR_TEXT: He's a sweet guy
- IMAGE_DESCRIPTION: A meme comparing a person's appearance to a sweet candy.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image is a meme comparing a person's appearance to a sweet candy, which is a neutral and harmless comparison."
598.jpg,"- OCR_TEXT: ""NOBODY KNOWS I'M A LESBIAN""
- IMAGE_DESCRIPTION: ""A man wearing a black t-shirt with the text 'NOBODY KNOWS I'M A LESBIAN' on it.""
- TARGET_GROUP: ""neutral""
- INTENT: ""neutral""
- EXPLANATION: The image shows a man wearing a t-shirt with a statement about being a lesbian, which is a neutral statement and does not contain any hateful or offensive content."
44.jpeg,"- OCR_TEXT: India's Supreme Court Decriminalized Gay Sex And People Are Celebrating
- IMAGE_DESCRIPTION: A woman in an orange sari is celebrating with a rainbow flag.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image depicts a joyful celebration of a landmark decision by India's Supreme Court, which decriminalized gay sex. The text is informative and does not contain any hateful or offensive content."
592.jpeg,"- OCR_TEXT: WHEN I SEE LESBIANS
- IMAGE_DESCRIPTION: A meme with a man in a suit and the text ""Sticker.ly"" and ""Kon H Yeh Log Kha Se Ate H Yeh"" in the background.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a neutral intent, as it does not contain any hateful or offensive content."
714.jpeg,"- OCR_TEXT: WHEN SOME ONE SAYS I'M LESBIAN
- IMAGE_DESCRIPTION: A meme featuring a character from a Hindu mythology, possibly Lord Rama, with a stern expression and the text ""WHEN SOME ONE SAYS I'M LESBIAN"" written in Hindi.
- TARGET_GROUP: The image is likely intended for a general audience, including those who are familiar with Hindu mythology and the character depicted.
- INTENT: The intent of the image is to be humorous and satirical, as it plays on the stereotype of a Hindu deity being angry at someone who identifies as lesbian.
- EXPLANATION: The image is a meme that uses a well-known character from Hindu mythology to make a humorous statement about the stereotype of a Hindu deity being angry at someone who identifies as lesbian."
434.jpeg,"- OCR_TEXT
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
- LGTV
"
519.jpg,"- OCR_TEXT: INDIAN GAYS PLEASE
- IMAGE_DESCRIPTION: A woman with an angry emoji and a sign in Hindi that translates to ""Please stop me.""
- TARGET_GROUP: Hateful
- INTENT: Hateful
- EXPLANATION: The image contains a hateful message encouraging Indian gays to stop them."
77.jpg,"OCR_TEXT: Sufi hijda ba....
IMAGE_DESCRIPTION: A photograph of a historic building with multiple domes and minarets, surrounded by a fence.
TARGET_GROUP: The image is likely intended for a general audience, so there is no specific target group.
INTENT: Neutral
EXPLANATION: The image is a photograph of a historic building, and there is no indication of any hateful or offensive content."
337.jpg,"- OCR_TEXT: Sid ki beijjati Kar k dikha do pel denge🔥🔥
- IMAGE_DESCRIPTION: A meme comparing a person named Deepak Kalal to the BTS band members.
- TARGET_GROUP: None
- INTENT: Hateful
- EXPLANATION: The meme is intended to be offensive and disrespectful towards Deepak Kalal."
120.jpg,"- OCR_TEXT: kya yar bro tune 99 pe streak tod di
- IMAGE_DESCRIPTION: The image shows a person with a gold headpiece and multiple bangles on their wrist. The text on the image is in a different language and appears to be a meme.
- TARGET_GROUP: The image is a meme and does not contain any explicit content.
- INTENT: The intent of the image is to be humorous and entertaining.
- EXPLANATION: The image is a meme and does not contain any explicit content."
488.jpg,"- OCR_TEXT: Average Indian Girl
- IMAGE_DESCRIPTION: The image is a meme comparing the average Indian girl to various stereotypes. The top part shows a man with a beard and moustache, the middle part shows a muscular dog, and the bottom part shows a dog with a human-like face.
- TARGET_GROUP: The image is not targeted at any specific group or demographic.
- INTENT: The intent of the image is to be humorous and satirical, not hateful or offensive.
- EXPLANATION: The image is a meme that humorously compares the average Indian girl to various stereotypes, such as Indians with beard and moustache and Koreans (chikna lounda). The intent is to be funny and not to be offensive or hateful."
599.jpg,"- OCR_TEXT: hijra hum tumhara yahi gaar marunga
- IMAGE_DESCRIPTION: A baby dressed in a tuxedo is pointing at the camera.
- TARGET_GROUP: Children
- INTENT: Hateful
- EXPLANATION: The image contains a derogatory and offensive phrase, ""hijra hum tumhara yahi gaar marunga,"" which is a derogatory term used to describe Muslims."
796.jpeg,"- OCR_TEXT: WHEN YOU SAY I'M A LESBIAN
- IMAGE_DESCRIPTION: A meme with a man in a crown and a speech bubble with text in Hindi.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image is a meme with a neutral intent, as it is a humorous representation of a situation."
754.jpg,"- OCR_TEXT: रो ती रह Hizdi
- IMAGE_DESCRIPTION: The image features a character from a manga or anime, wearing a brown cloak and a necklace. The text ""रो ती रह Hizdi"" is written in large, bold letters in white against a dark background.
- TARGET_GROUP: The image is suitable for all age groups.
- INTENT: Neutral
- EXPLANATION: The image is a meme featuring a character from a popular manga or anime series, and the text is a playful addition to the image."
349.jpg,"- OCR_TEXT: मीठे मित्र
- IMAGE_DESCRIPTION: The image shows a cartoon character from a popular anime series, with one character kissing another character on the cheek. The text ""मीठे मित्र"" translates to ""Best Friends"" in English.
- TARGET_GROUP: The image is not suitable for children due to the inappropriate content.
- INTENT: Offensive
- EXPLANATION: The image contains a cartoon character kissing another character, which is inappropriate and could be considered offensive."
209.jpg,"- OCR_TEXT: जब आप चल रहे होते हैं लेकिन आपका दोस्त आपका हाथ पकड़ लेता है
- IMAGE_DESCRIPTION: A child sitting in a car with a text overlay in Hindi.
- TARGET_GROUP: Children
- INTENT: Hateful
- EXPLANATION: The text overlay is in Hindi and contains a derogatory phrase, which is intended to be offensive."
48.jpg,"- OCR_TEXT: GAY LOG MUH ME LETE H KYA
- IMAGE_DESCRIPTION: A gorilla with a thoughtful expression, with text overlaid.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a gorilla and text, not related to any hate or offensive content."
567.jpg,"- OCR_TEXT: बम गिराओ बेंचो समलैंगिकों के अधिकार
- IMAGE_DESCRIPTION: The image shows a fighter jet flying over a city that is in ruins, with smoke and fire visible. The text in the image is in Hindi and translates to ""Stop the bombing, stop the violence, stop the discrimination.""
- TARGET_GROUP: The image is not suitable for use on platforms that target specific groups, such as hate groups or those promoting violence.
- INTENT: The intent of the image is to raise awareness about the impact of bombing and violence on civilians, and to call for an end to discrimination and violence.
- EXPLANATION: The image and text are intended to be a call to action for peace and justice, and to encourage people to take action to stop the violence and discrimination that is causing harm to civilians."
28.jpg,"- OCR_TEXT: जब कोई चक्का दिख जाए बातें छोड़िये भईया शस्त्र उठाइये।
- IMAGE_DESCRIPTION: The image shows a scene from a TV show or movie where a character is holding a bow and arrows, and there is a text overlay in Hindi.
- TARGET_GROUP: The image is suitable for all age groups.
- INTENT: Neutral
- EXPLANATION: The image is a still from a TV show or movie, and the text overlay is in Hindi."
374.jpg,"- OCR_TEXT: ""अच्छा चूबीये"" ""अच्छा हिजडे"" ""अच्छा गन्डमरे"" ""अच्छा लोडे"" ""भारी विवाद""
- IMAGE_DESCRIPTION: A cartoon scene featuring Doraemon, a character from the Japanese manga and anime series ""Doraemon,"" being attacked by two men. The text on the image translates to ""Good job,"" ""Good job,"" ""Good job,"" and ""Bad job"" in English.
- TARGET_GROUP: The image is likely intended for a general audience, as it does not contain any explicit or offensive content.
- INTENT: The intent of the image is to be humorous and light-hearted, as it depicts a playful and exaggerated situation involving Doraemon.
- EXPLANATION: The image is a meme that plays on the character Doraemon's famous line, ""Achcha chubiyee,"" which translates to ""Good job"" in English. The text on the image adds a humorous twist to this phrase, making it a light-hearted and entertaining meme."
336.jpg,"- OCR_TEXT: YE CHHAKKA NORMAL LOGON KO BHI CONFUSE KARTE HAIN, DIMAG KHARAB KAR DETE HAIN.
- IMAGE_DESCRIPTION: A man is holding a pregnant woman in his arms, with text overlaid on the image.
- TARGET_GROUP: The image is not suitable for any target group.
- INTENT: The intent of the image is to be offensive and harmful.
- EXPLANATION: The image is inappropriate and should not be shared or displayed."
366.jpeg,"- OCR_TEXT: JAB DOST BOLE - I'M GAY Gaali kitna khayoge discuss kr le
- IMAGE_DESCRIPTION: The image shows a man with glasses, wearing a suit, and a serious expression. The background appears to be a dark, possibly industrial setting.
- TARGET_GROUP: The image is not suitable for any target group.
- INTENT: The intent of the image is to be neutral and informative, as it contains a message that is not offensive or hateful.
- EXPLANATION: The image contains a message that is not offensive or hateful, and it is not suitable for any target group."
324.jpg,"- OCR_TEXT: INDIA TO HOMOSEXULAS
- IMAGE_DESCRIPTION: A meme featuring a person with their hands clasped together, possibly in a prayer or blessing gesture. The text at the bottom is in Hindi and translates to ""How long will it take?""
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme and does not contain any content that would be considered hateful or offensive."
559.jpg,"- OCR_TEXT: Jab muze koi gay ladka dikhta hai : Hello police isko ly jaooo
- IMAGE_DESCRIPTION: A cartoon character wearing a hard hat is talking on a phone, with a message in Hindi.
- TARGET_GROUP: neutral
- INTENT: neutral"
765.jpg,"- OCR_TEXT: WHEN A SOMEONE OPENS UP ABOUT BEING GAY
- IMAGE_DESCRIPTION: A black and white image with a quote in Hindi and a photograph of Mahatma Gandhi.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme that humorously depicts a quote from Mahatma Gandhi about being open about one's sexuality."
180.jpg,"- OCR_TEXT: वो कहते है ना गाय लोग चुतिया होटे हाई सही कहते है
- IMAGE_DESCRIPTION: The image contains text in both Hindi and English, with the text ""वो कहते है ना गाय लोग चुतिया होटे हाई सही कहते है"" in Hindi and ""गाय लोग चुतिया होटे हाई सही कहते है"" in English. The text appears to be a mix of Hindi and English phrases, possibly related to a political or social issue.
- TARGET_GROUP: The text is not related to any specific target group.
- INTENT: The intent of the text is unclear, but it could be seen as a mix of political and social commentary.
- EXPLANATION: The text appears to be a mix of Hindi and English phrases, possibly related to a political or social issue. The text is not related to any specific target group and does not have"
699.jpg,"- OCR_TEXT: KYU CHAKKA BANNE KI CHUL H INKO BAGWAN NE JAISA BANAYA VESE HI RAHO NA
- IMAGE_DESCRIPTION: A white, fluffy cat-like creature with blue eyes is sitting on a cardboard box, with text above it in a different language.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image appears to be a meme with a white cat-like creature sitting on a cardboard box, with text in a different language above it. The target group is neutral, and there is no indication of any hateful or offensive content."
428.jpg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (hateful / offensive / neutral)
- EXPLANATION"
380.jpg,"- OCR_TEXT: Female frnd aisi bnao ki 4 log puche ""Khi tum lesbian to ni ?""
- IMAGE_DESCRIPTION: Three women in traditional Indian sarees are standing in front of a window, with one woman holding a flower. The text on the image is in Hindi and translates to ""Female friend, are you 4 years old? 'Do you like lesbian?'""
- TARGET_GROUP: The image is likely intended for a general audience, including people of all ages and genders.
- INTENT: The intent of the image is to make a light-hearted and humorous comment about the age of the women and their relationship status.
- EXPLANATION: The image is a playful and lighthearted depiction of a conversation between two women, with the text adding a humorous twist to the situation."
191.jpg,"OCR_TEXT: Ajay Vashisht @vashishthum He: hi She: hey 2 hours later He: hi She: hello 2 days later He: hi She: hi hi kya kar raha hai chakka hai kya
IMAGE_DESCRIPTION: The image contains a text conversation between two individuals, Ajay Vashisht and Vashishtum. The conversation is in Hindi and appears to be a humorous exchange.
TARGET_GROUP: The conversation is likely intended for a general audience, including those who are familiar with the language and culture of Hindi-speaking countries.
INTENT: The intent of the conversation is to be lighthearted and humorous, as indicated by the use of colloquial language and the playful exchange of greetings.
EXPLANATION: The conversation is a simple example of a friendly and casual exchange between two individuals, and it does not contain any content that would be considered hateful, offensive, or inappropriate."
